merchant_id,city,city_id,category,merchant_lat,merchant_lon
40,Екатеринбург,54,personal_care,56.81030731849416,60.868413469436106
41,Екатеринбург,54,food_dining,56.670249194930705,60.46430364743856
42,Екатеринбург,54,health_fitness,56.781338625747914,60.14951733762881
43,Екатеринбург,54,misc_pos,56.82510372680957,60.80824450803789
44,Екатеринбург,54,travel,56.807318942274684,60.14127481832169
45,Нижний Новгород,64,gas_transport,56.256669091817095,44.014249889316694
46,Нижний Новгород,64,grocery_pos,56.22001030886399,43.754331321824345
47,Нижний Новгород,64,home,56.3679696102251,43.75431483961524
48,Нижний Новгород,64,shopping_pos,56.28510765946583,43.96915419149627
49,Нижний Новгород,64,kids_pets,56.26379372363079,43.88122363708096
50,Нижний Новгород,64,entertainment,56.273858255198704,43.88976615713069
51,Нижний Новгород,64,personal_care,56.26282876178849,43.8306052116912
52,Нижний Новгород,64,food_dining,56.28414442235052,43.81816769132233
53,Нижний Новгород,64,health_fitness,56.36210627887846,43.749838467487685
54,Нижний Новгород,64,misc_pos,56.26215719358225,44.06987189436753
55,Нижний Новгород,64,travel,56.241958616737364,44.03630364629629
56,Казань,72,gas_transport,55.8847351252169,49.1649159622365
57,Казань,72,grocery_pos,55.786530102132545,49.265523289080406
58,Казань,72,home,55.80358734343347,48.92537835761809
59,Казань,72,shopping_pos,55.74791238127946,49.09990890714467
60,Казань,72,kids_pets,55.816233072144,49.21414734672257
61,Казань,72,entertainment,55.83886880028427,48.86094360147837
62,Казань,72,personal_care,55.84721848876486,48.961430230950725
63,Казань,72,food_dining,55.79271534052265,49.040516866933345
64,Казань,72,health_fitness,55.83596841078958,49.004298967282445
65,Казань,72,misc_pos,55.7384008047235,49.335844568979354
66,Казань,72,travel,55.68270426765824,49.12885652066054
67,Самара,68,gas_transport,53.23841806537854,50.21637115933891
68,Самара,68,grocery_pos,53.24599928916155,50.17049130462832
69,Самара,68,home,53.12453230831523,50.05703419971771
70,Самара,68,shopping_pos,53.49220939035493,50.069521090324336
71,Самара,68,kids_pets,53.1451886547559,50.134964521241876
72,Самара,68,entertainment,53.48474092666777,49.8820621821386
73,Самара,68,personal_care,53.233943512548656,50.28158450235049
74,Самара,68,food_dining,53.47095333665584,49.82587540326097
75,Самара,68,health_fitness,53.52022520067679,50.045066624561606
76,Самара,68,misc_pos,53.22966385221228,50.137362568360494
77,Самара,68,travel,53.31260117827333,50.150162561534415
78,Омск,46,gas_transport,55.00850595036357,73.40998173009727
79,Омск,46,grocery_pos,54.83908593436914,73.33672198704815
80,Омск,46,home,54.89447222404428,73.49898709280075
81,Омск,46,shopping_pos,55.010221732446524,73.51889442868158
82,Омск,46,kids_pets,54.95379691828602,73.40837282923405
83,Омск,46,entertainment,54.855160709097746,73.42541057764252
84,Омск,46,personal_care,54.99265356380523,73.56204890894435
85,Омск,46,food_dining,54.963406103290254,73.48364825159173
86,Омск,46,health_fitness,54.98298240008154,73.33467874778779
87,Омск,46,misc_pos,54.90854085036255,73.37050198394088
88,Омск,46,travel,55.004778463667904,73.18390133368086
89,Челябинск,52,gas_transport,55.154576505247476,61.35019016566146
90,Челябинск,52,grocery_pos,55.11727131348023,61.44554348472023
91,Челябинск,52,home,55.16866084985166,61.44249107090841
92,Челябинск,52,shopping_pos,55.185279509261825,61.35137331559552
93,Челябинск,52,kids_pets,55.10604016320747,61.38110094074235
94,Челябинск,52,entertainment,55.19600447781462,61.33522381901577
95,Челябинск,52,personal_care,55.130269665621086,61.54534424208206
96,Челябинск,52,food_dining,55.20828329326888,61.5060569334662
97,Челябинск,52,health_fitness,55.29489377423744,61.493711005649224
98,Челябинск,52,misc_pos,55.090495236705806,61.36855178730898
99,Челябинск,52,travel,55.0431038117562,61.20744468379723
100,Ростов-на-Дону,5,gas_transport,47.25417497709718,39.6822255385106
101,Ростов-на-Дону,5,grocery_pos,47.176612710316164,39.6014224901182
102,Ростов-на-Дону,5,home,47.18014473115045,39.61850021997314
103,Ростов-на-Дону,5,shopping_pos,47.27333268764321,39.76640916353306
104,Ростов-на-Дону,5,kids_pets,47.221975772793805,39.539327551218506
105,Ростов-на-Дону,5,entertainment,47.22875051640589,39.7802934103167
106,Ростов-на-Дону,5,personal_care,47.281539951088384,39.78490797203738
107,Ростов-на-Дону,5,food_dining,47.159141048286486,39.66048418568979
108,Ростов-на-Дону,5,health_fitness,47.18188787751939,39.51674040061991
109,Ростов-на-Дону,5,misc_pos,47.207422997820274,39.5268596196219
110,Ростов-на-Дону,5,travel,47.16318505198636,39.6136086087124
111,Уфа,8,gas_transport,54.77843182864132,55.93054307859479
112,Уфа,8,grocery_pos,54.72894356020908,55.83629436911667
113,Уфа,8,home,54.79477293157118,55.86439490711621
114,Уфа,8,shopping_pos,54.74280495284789,56.17363791701381
115,Уфа,8,kids_pets,54.76674821688975,56.12552588668069
116,Уфа,8,entertainment,54.7880326098627,56.07164509680347
117,Уфа,8,personal_care,54.851991044366464,56.16519113311679
118,Уфа,8,food_dining,54.85291991232856,56.18512614357064
119,Уфа,8,health_fitness,54.731636058568,55.83506417263876
120,Уфа,8,misc_pos,54.73581713458003,56.05101403081146
121,Уфа,8,travel,54.88512750500724,56.23307656114501
122,Волгоград,33,gas_transport,48.59061035127344,44.555641320872354
123,Волгоград,33,grocery_pos,48.516092413759715,44.641689936083566
124,Волгоград,33,home,48.611907012490285,44.499362875572594
125,Волгоград,33,shopping_pos,48.70530141577677,44.43448139158981
126,Волгоград,33,kids_pets,48.55445362601269,44.52063986240809
127,Волгоград,33,entertainment,48.72620863409757,44.419281121384614
128,Волгоград,33,personal_care,48.61990867090388,44.32528074009216
129,Волгоград,33,food_dining,48.477931046848525,44.5202916411106
130,Волгоград,33,health_fitness,48.54517557639695,44.58579591337513
131,Волгоград,33,misc_pos,48.75373946160302,44.45051403293102
132,Волгоград,33,travel,48.82427472916227,44.55157117647356
133,Пермь,36,gas_transport,58.051321480660526,56.374429837628476
134,Пермь,36,grocery_pos,58.08839166418603,56.34964518653996
135,Пермь,36,home,58.11950390006838,56.274125714110006
136,Пермь,36,shopping_pos,58.00464776333212,56.44454430838171
137,Пермь,36,kids_pets,58.01840687506198,56.439808503481274
138,Пермь,36,entertainment,58.10894904606121,56.37428098659706
139,Пермь,36,personal_care,58.03537034688118,56.63263818141744
140,Пермь,36,food_dining,58.00103984390355,56.14374682032514
141,Пермь,36,health_fitness,58.03936125826706,55.97775441480698
142,Пермь,36,misc_pos,57.96778572024549,56.20859690134429
143,Пермь,36,travel,58.08024208170824,56.093670292013556
144,Красноярск,19,gas_transport,56.103861201367174,93.09708951248837
145,Красноярск,19,grocery_pos,56.029050030179626,92.76265177736819
146,Красноярск,19,home,55.950095524688024,92.81649574338098
147,Красноярск,19,shopping_pos,55.982602639654864,92.84634377045987
148,Красноярск,19,kids_pets,56.05402503492362,93.04009600843709
149,Красноярск,19,entertainment,55.97510076630128,92.83237045876514
150,Красноярск,19,personal_care,56.03228321911683,92.77735032096682
151,Красноярск,19,food_dining,56.03652369682705,92.80615829665476
152,Красноярск,19,health_fitness,55.97096204953942,92.77778564300779
153,Красноярск,19,misc_pos,56.101399066130845,93.00967704148307
154,Красноярск,19,travel,55.99276897877967,93.05237331192845
155,Воронеж,66,gas_transport,51.57683272962335,39.228110910117564
156,Воронеж,66,grocery_pos,51.695697390308226,39.269650051528316
157,Воронеж,66,home,51.64457506436685,39.16608223346745
158,Воронеж,66,shopping_pos,51.689198808581956,39.2444804065393
159,Воронеж,66,kids_pets,51.736151383245655,39.40944741269716
160,Воронеж,66,entertainment,51.56974536341744,39.274452977694416
161,Воронеж,66,personal_care,51.65748656855362,39.24135740336332
162,Воронеж,66,food_dining,51.66205675326221,39.0847730288722
163,Воронеж,66,health_fitness,51.741543866780596,39.227811020115844
164,Воронеж,66,misc_pos,51.599881711318424,39.06580721162114
165,Воронеж,66,travel,51.50894256984694,39.19421805655746
166,Саратов,38,gas_transport,51.64981417856394,45.9254049262444
167,Саратов,38,grocery_pos,51.53823832118239,45.99308292584943
168,Саратов,38,home,51.53908946182012,46.143554206935136
169,Саратов,38,shopping_pos,51.43258528103175,45.98172948677532
170,Саратов,38,kids_pets,51.539787408328344,45.93952586101087
171,Саратов,38,entertainment,51.554671417089125,45.97382282794144
172,Саратов,38,personal_care,51.5881452159727,45.91759399889194
173,Саратов,38,food_dining,51.645649467267056,45.94778235473955
174,Саратов,38,health_fitness,51.58221904571563,45.998847141830545
175,Саратов,38,misc_pos,51.550716682749425,46.110990148992016
176,Саратов,38,travel,51.580501635912405,45.93041837561807
177,Краснодар,59,gas_transport,45.03594289298631,39.13048069855072
178,Краснодар,59,grocery_pos,45.049088827496114,38.93314307780467
179,Краснодар,59,home,45.076038993719486,39.05041126455107
180,Краснодар,59,shopping_pos,45.00429902305625,39.00047246367931
181,Краснодар,59,kids_pets,45.13140605164237,39.024435941728306
182,Краснодар,59,entertainment,45.11079150256634,38.86820383796933
183,Краснодар,59,personal_care,45.10324446186203,38.94335199207669
184,Краснодар,59,food_dining,45.04573175544484,39.130010004462406
185,Краснодар,59,health_fitness,45.1012022617564,38.89469475189592
186,Краснодар,59,misc_pos,45.12057196285801,38.975888179595096
187,Краснодар,59,travel,45.05094498156506,39.12138540298817
188,Тольятти,55,gas_transport,53.488635241605635,49.4675378535124
189,Тольятти,55,grocery_pos,53.49467557662085,49.29223515724979
190,Тольятти,55,home,53.49784358941175,49.44706771397875
191,Тольятти,55,shopping_pos,53.567014536733986,49.217412515105856
192,Тольятти,55,kids_pets,53.57095947577779,49.342211646430876
193,Тольятти,55,entertainment,53.515888367017574,49.414014760102425
194,Тольятти,55,personal_care,53.49323781110129,49.27920775810035
195,Тольятти,55,food_dining,53.53050949767367,49.38729839549527
196,Тольятти,55,health_fitness,53.525996827534456,49.250206845302095
197,Тольятти,55,misc_pos,53.52244212398725,49.51992645182147
198,Тольятти,55,travel,53.53920482521448,49.53525702494886
199,Барнаул,47,gas_transport,53.32086767979888,83.84754096574927
200,Барнаул,47,grocery_pos,53.37202194156223,83.73930242970572
201,Барнаул,47,home,53.27820757642415,83.84289056810896
202,Барнаул,47,shopping_pos,53.25661371811548,83.84769654372711
203,Барнаул,47,kids_pets,53.30069829547546,83.70435381033298
204,Барнаул,47,entertainment,53.42721146365562,83.73172206426321
205,Барнаул,47,personal_care,53.29273453122992,83.7560396395514
206,Барнаул,47,food_dining,53.34069540641511,83.8360883274367
207,Барнаул,47,health_fitness,53.4015175082351,83.66229122741439
208,Барнаул,47,misc_pos,53.34974154500587,83.66574398223271
209,Барнаул,47,travel,53.32139446841571,83.85341753173273
210,Ижевск,3,gas_transport,56.81975031078733,53.115356004156766
211,Ижевск,3,grocery_pos,56.83605533815908,53.16556844523648
212,Ижевск,3,home,56.75129115976192,53.18715120049508
213,Ижевск,3,shopping_pos,56.919619671194326,53.20232948351583
214,Ижевск,3,kids_pets,56.78491626600186,53.262395718021565
215,Ижевск,3,entertainment,56.788253780118396,53.23989195470839
216,Ижевск,3,personal_care,56.849671670711146,53.16110038752899
217,Ижевск,3,food_dining,56.85516805906357,53.1882854551801
218,Ижевск,3,health_fitness,56.78856674926751,53.21828258998209
219,Ижевск,3,misc_pos,56.82800356755881,53.193495882660265
220,Ижевск,3,travel,56.79076799107143,53.27851406678951
221,Ульяновск,15,gas_transport,54.311675412011894,48.30228307894993
222,Ульяновск,15,grocery_pos,54.37013097741815,48.47090273707019
223,Ульяновск,15,home,54.346174783748644,48.51875115923083
224,Ульяновск,15,shopping_pos,54.218395256733935,48.39323606392387
225,Ульяновск,15,kids_pets,54.24541857168476,48.416405639365834
226,Ульяновск,15,entertainment,54.27994364205077,48.52223861314462
227,Ульяновск,15,personal_care,54.29208526901169,48.43952722408437
228,Ульяновск,15,food_dining,54.34451188989442,48.43788225301876
229,Ульяновск,15,health_fitness,54.305408177054645,48.33199883697039
230,Ульяновск,15,misc_pos,54.34573908786292,48.45351505781817
231,Ульяновск,15,travel,54.297530035874125,48.54244599432916
232,Владивосток,50,gas_transport,43.07839298120891,131.84063219519004
233,Владивосток,50,grocery_pos,43.2553417501117,132.20845486202126
234,Владивосток,50,home,43.18652609774438,131.9466880806468
235,Владивосток,50,shopping_pos,43.194805922411284,132.03949622829052
236,Владивосток,50,kids_pets,43.25424583677526,132.03756356622563
237,Владивосток,50,entertainment,43.070804251167914,131.92377154514432
238,Владивосток,50,personal_care,43.14712635503284,132.0341539264187
239,Владивосток,50,food_dining,43.15617821044947,131.97895079670093
240,Владивосток,50,health_fitness,43.15688515297915,132.0169660130619
241,Владивосток,50,misc_pos,43.21382801832884,132.0997974407913
242,Владивосток,50,travel,43.18617552808644,132.00351046633259
243,Ярославль,16,gas_transport,57.726417140167925,39.811752584396835
244,Ярославль,16,grocery_pos,57.750590003744584,39.78201255382033
245,Ярославль,16,home,57.55116238178596,39.91865473933184
246,Ярославль,16,shopping_pos,57.586610601787314,39.91361679376199
247,Ярославль,16,kids_pets,57.63565283215574,39.80880050379415
248,Ярославль,16,entertainment,57.616980424855754,39.91322403458357
249,Ярославль,16,personal_care,57.67038273228185,39.8802979954611
250,Ярославль,16,food_dining,57.54711060873227,39.79362402420424
251,Ярославль,16,health_fitness,57.661474148056776,39.7728045177469
252,Ярославль,16,misc_pos,57.562215314509935,39.92194798103787
253,Ярославль,16,travel,57.588023321179016,39.80056239742538
254,Иркутск,69,gas_transport,52.37845371673964,104.09732507303956
255,Иркутск,69,grocery_pos,52.2482053774105,104.36736038298476
256,Иркутск,69,home,52.28027143408923,104.31437299936054
257,Иркутск,69,shopping_pos,52.361307795437746,104.23993290671866
258,Иркутск,69,kids_pets,52.3316870897309,104.26667788060911
259,Иркутск,69,entertainment,52.34602020468304,104.36123478383763
260,Иркутск,69,personal_care,52.33255642403265,104.24869471309468
261,Иркутск,69,food_dining,52.24175019121846,104.31454871472322
262,Иркутск,69,health_fitness,52.335214868428565,104.23256667454321
263,Иркутск,69,misc_pos,52.290930739568715,104.25143507711273
264,Иркутск,69,travel,52.32728887311823,104.28230757863629
265,Тюмень,76,gas_transport,57.1938341221134,65.75179374191221
266,Тюмень,76,grocery_pos,57.24610172302608,65.51980113447219
267,Тюмень,76,home,57.18725492691607,65.29484154746329
268,Тюмень,76,shopping_pos,57.18919077588018,65.46481142437395
269,Тюмень,76,kids_pets,57.157976976413615,65.46052500346472
270,Тюмень,76,entertainment,57.22015352337707,65.65847320297068
271,Тюмень,76,personal_care,57.15725774810277,65.36425174758783
272,Тюмень,76,food_dining,57.24105475326591,65.48332417886425
273,Тюмень,76,health_fitness,57.2002778495709,65.58549596044456
274,Тюмень,76,misc_pos,57.134876308108474,65.69393484471502
275,Тюмень,76,travel,57.1237617873102,65.72306169993833
276,Махачкала,51,gas_transport,43.006053018754656,47.419436508941125
277,Махачкала,51,grocery_pos,42.99054490741099,47.39779502703705
278,Махачкала,51,home,42.98267066295062,47.465516888245475
279,Махачкала,51,shopping_pos,43.00863730772611,47.4602501881262
280,Махачкала,51,kids_pets,42.940956270054386,47.54065817577252
281,Махачкала,51,entertainment,43.02211557517355,47.44634704659333
282,Махачкала,51,personal_care,43.008702539086755,47.42461420795433
283,Махачкала,51,food_dining,42.950984733865326,47.542008095861696
284,Махачкала,51,health_fitness,42.94070802213062,47.56147952882835
285,Махачкала,51,misc_pos,42.981715404255,47.392088097895424
286,Махачкала,51,travel,43.01878136317445,47.43208753657339
287,Хабаровск,60,gas_transport,48.51424545132569,135.0481338563797
288,Хабаровск,60,grocery_pos,48.47679424281745,135.037095006169
289,Хабаровск,60,home,48.543218700850964,135.10951026371515
290,Хабаровск,60,shopping_pos,48.50691776050125,135.09376010543525
291,Хабаровск,60,kids_pets,48.458813514795125,135.03270176028371
292,Хабаровск,60,entertainment,48.34808959921999,135.08675090249596
293,Хабаровск,60,personal_care,48.43992165506571,135.1422772938259
294,Хабаровск,60,food_dining,48.45278966630259,135.11771130060293
295,Хабаровск,60,health_fitness,48.41167875192674,135.1580372630699
296,Хабаровск,60,misc_pos,48.44963309687465,134.9916993018646
297,Хабаровск,60,travel,48.45368333632696,135.1381825929503
298,Оренбург,73,gas_transport,51.81206540512791,55.0500379199984
299,Оренбург,73,grocery_pos,51.80573503803633,55.21845124630189
300,Оренбург,73,home,51.77444736395616,55.12449813101429
301,Оренбург,73,shopping_pos,51.82008522798376,55.07921615523041
302,Оренбург,73,kids_pets,51.744994148429,55.0881311810524
303,Оренбург,73,entertainment,51.69875574149549,55.094119485799894
304,Оренбург,73,personal_care,51.859423119468055,55.26387534576587
305,Оренбург,73,food_dining,51.811614669738276,55.184833751497024
306,Оренбург,73,health_fitness,51.783419718736965,55.21526606218528
307,Оренбург,73,misc_pos,51.85882253830102,55.11044161294975
308,Оренбург,73,travel,51.850282838240304,55.09186522531446
309,Новокузнецк,9,gas_transport,53.85602920450086,87.20240073860751
310,Новокузнецк,9,grocery_pos,53.75656616044058,87.13193628840928
311,Новокузнецк,9,home,53.742499592018156,87.23930875616212
312,Новокузнецк,9,shopping_pos,53.74741060512393,87.12335149093111
313,Новокузнецк,9,kids_pets,53.84318202997416,87.1782980347386
314,Новокузнецк,9,entertainment,53.786079950180756,87.192801586744
315,Новокузнецк,9,personal_care,53.73097523226959,87.25502014255007
316,Новокузнецк,9,food_dining,53.84316864012409,87.17661825466503
317,Новокузнецк,9,health_fitness,53.786551319220614,87.17546878843855
318,Новокузнецк,9,misc_pos,53.799229156265426,87.34302099227253
319,Новокузнецк,9,travel,53.917426545689274,87.11158074749561
320,Кемерово,48,gas_transport,55.288287881777514,86.07344480818816
321,Кемерово,48,grocery_pos,55.30518018765693,86.10106707150695
322,Кемерово,48,home,55.31710173617984,86.06607905315968
323,Кемерово,48,shopping_pos,55.41820605987139,86.21023587715663
324,Кемерово,48,kids_pets,55.31240851367169,85.93049042135951
325,Кемерово,48,entertainment,55.505534484327725,86.17696242287074
326,Кемерово,48,personal_care,55.444909238490254,86.11021212333638
327,Кемерово,48,food_dining,55.385856617593944,86.16831697608752
328,Кемерово,48,health_fitness,55.29888358900904,86.10079099391984
329,Кемерово,48,misc_pos,55.364196756237746,86.00741537061447
330,Кемерово,48,travel,55.33751950331525,86.04367115152156
331,Рязань,18,gas_transport,54.59569827157357,39.77854738994355
332,Рязань,18,grocery_pos,54.74958769413992,39.825047209771284
333,Рязань,18,home,54.64194434642028,39.59000268869371
334,Рязань,18,shopping_pos,54.62723591857633,39.720067728346656
335,Рязань,18,kids_pets,54.749240534977076,39.81111717007449
336,Рязань,18,entertainment,54.61771472286296,39.79736898856648
337,Рязань,18,personal_care,54.749517844836674,39.819094802034634
338,Рязань,18,food_dining,54.644597856435496,39.752691041814494
339,Рязань,18,health_fitness,54.58012603911145,39.76161612762096
340,Рязань,18,misc_pos,54.57747113576889,39.67021805631671
341,Рязань,18,travel,54.6624916786765,39.647355434259254
342,Томск,31,gas_transport,56.48671892967612,85.12498852742038
343,Томск,31,grocery_pos,56.42097030310613,84.97230475091428
344,Томск,31,home,56.388671400568654,85.08833220270648
345,Томск,31,shopping_pos,56.484968669757286,84.97966334218411
346,Томск,31,kids_pets,56.461495828047354,84.95858194751452
347,Томск,31,entertainment,56.507169907461275,85.11142125292972
348,Томск,31,personal_care,56.47692213849294,85.1182940982462
349,Томск,31,food_dining,56.53899134461907,85.05699250708383
350,Томск,31,health_fitness,56.500015780695115,85.02734231931312
351,Томск,31,misc_pos,56.557136298059724,84.94175211584341
352,Томск,31,travel,56.40076196526455,84.9831861252868
353,Астрахань,42,gas_transport,46.32182791164108,48.00139238137161
354,Астрахань,42,grocery_pos,46.33721361941813,48.117525946155816
355,Астрахань,42,home,46.43065924607277,48.11634019740551
356,Астрахань,42,shopping_pos,46.40421306228141,48.108200959229116
357,Астрахань,42,kids_pets,46.406344810440295,47.977791706957966
358,Астрахань,42,entertainment,46.28953470211297,47.901963696994976
359,Астрахань,42,personal_care,46.30173914971317,47.98816877727006
360,Астрахань,42,food_dining,46.3034817354323,47.979492711888994
361,Астрахань,42,health_fitness,46.26821543035013,47.97319679127515
362,Астрахань,42,misc_pos,46.315184732289424,47.986386193735775
363,Астрахань,42,travel,46.34985837829903,47.99816678381945
364,Пенза,40,gas_transport,53.26172450615803,44.920884152332405
365,Пенза,40,grocery_pos,53.175570310793105,45.048266541831815
366,Пенза,40,home,53.232562498174545,44.89194849516642
367,Пенза,40,shopping_pos,53.2585036491648,45.151968994629094
368,Пенза,40,kids_pets,53.1860948147633,45.078453131613315
369,Пенза,40,entertainment,53.13622246808447,44.956819721950026
370,Пенза,40,personal_care,53.181222528150506,45.065925731750866
371,Пенза,40,food_dining,53.18495663193661,44.956598387050676
372,Пенза,40,health_fitness,53.15148404351304,45.0602826000341
373,Пенза,40,misc_pos,53.12465513871969,45.00453176141258
374,Пенза,40,travel,53.25358791147728,45.132139117197056
375,Набережные Челны,62,gas_transport,55.6997516064753,52.28808005531625
376,Набережные Челны,62,grocery_pos,55.7593844503173,52.40796119040191
377,Набережные Челны,62,home,55.731003223336465,52.37003838017242
378,Набережные Челны,62,shopping_pos,55.66377914470043,52.358123238436455
379,Набережные Челны,62,kids_pets,55.658510949511516,52.33464046740177
380,Набережные Челны,62,entertainment,55.720152415685405,52.33814263407088
381,Набережные Челны,62,personal_care,55.683995981516205,52.44381257718765
382,Набережные Челны,62,food_dining,55.71989761528237,52.352515240422804
383,Набережные Челны,62,health_fitness,55.77292684664623,52.436808654375206
384,Набережные Челны,62,misc_pos,55.70769365772307,52.43388320861285
385,Набережные Челны,62,travel,55.753745128446006,52.456332895930515
386,Липецк,21,gas_transport,52.62551656589357,39.59447646394009
387,Липецк,21,grocery_pos,52.55270217100265,39.711974725648034
388,Липецк,21,home,52.549314978610944,39.74629704087192
389,Липецк,21,shopping_pos,52.66872137320565,39.62130344708238
390,Липецк,21,kids_pets,52.5969465420696,39.59954152037484
391,Липецк,21,entertainment,52.63509547717139,39.60963392453858
392,Липецк,21,personal_care,52.51245780238035,39.77669680144981
393,Липецк,21,food_dining,52.642326182448514,39.44800962069889
394,Липецк,21,health_fitness,52.63596127774408,39.55953148899525
395,Липецк,21,misc_pos,52.64466801206647,39.437723210529406
396,Липецк,21,travel,52.543261393259094,39.6617589187964
397,Тула,53,gas_transport,54.21861934140609,37.588180490030624
398,Тула,53,grocery_pos,54.183878182550195,37.64094296997056
399,Тула,53,home,54.1969738737151,37.695609740098604
400,Тула,53,shopping_pos,54.23518207850178,37.61777302201885
401,Тула,53,kids_pets,54.18500197812376,37.54368656306077
402,Тула,53,entertainment,54.123143762702064,37.531430780625236
403,Тула,53,personal_care,54.12958616826114,37.57404056904252
404,Тула,53,food_dining,54.18681970393672,37.55352090440577
405,Тула,53,health_fitness,54.10145726563126,37.62469627349681
406,Тула,53,misc_pos,54.20336839936043,37.64109328358559
407,Тула,53,travel,54.222786395248576,37.71117980471145
408,Киров,35,gas_transport,58.61418552452436,49.79666393178466
409,Киров,35,grocery_pos,58.64223177186764,49.583589069945404
410,Киров,35,home,58.56215225360411,49.68914531881978
411,Киров,35,shopping_pos,58.6073858315027,49.751325362548215
412,Киров,35,kids_pets,58.6359855287268,49.70690585356453
413,Киров,35,entertainment,58.60943636773887,49.76513082798678
414,Киров,35,personal_care,58.592287100872056,49.63538442387374
415,Киров,35,food_dining,58.560308009328715,49.61710609631307
416,Киров,35,health_fitness,58.64779297905632,49.61756181203662
417,Киров,35,misc_pos,58.60672041725996,49.70081074271586
418,Киров,35,travel,58.61763132462699,49.801055744435914
419,Чебоксары,63,gas_transport,56.113610726842175,47.14523161855437
420,Чебоксары,63,grocery_pos,56.11202175131429,47.13792500442381
421,Чебоксары,63,home,56.13068954885189,47.15484045744102
422,Чебоксары,63,shopping_pos,56.11125966346164,47.18984564746102
423,Чебоксары,63,kids_pets,56.09931312799862,47.25754475070001
424,Чебоксары,63,entertainment,56.13998945459035,47.334841224194626
425,Чебоксары,63,personal_care,56.1133705641094,47.23713210373043
426,Чебоксары,63,food_dining,56.09852998848234,47.2927596355267
427,Чебоксары,63,health_fitness,56.05594635921816,47.28119540559608
428,Чебоксары,63,misc_pos,56.1353471546002,47.227767014007526
429,Чебоксары,63,travel,56.07953101006515,47.259358339640215
430,Улан-Удэ,11,gas_transport,51.80684319619199,107.75991096820582
431,Улан-Удэ,11,grocery_pos,51.84974809882725,107.52670474686941
432,Улан-Удэ,11,home,51.80381574536268,107.42581411321542
433,Улан-Удэ,11,shopping_pos,51.82692778972191,107.49226104683436
434,Улан-Удэ,11,kids_pets,51.881037003322135,107.73406114034032
435,Улан-Удэ,11,entertainment,51.845512568306596,107.55758284931602
436,Улан-Удэ,11,personal_care,51.75932510145468,107.68403068861878
437,Улан-Удэ,11,food_dining,51.76173256133806,107.71475320860044
438,Улан-Удэ,11,health_fitness,51.9160884166065,107.57227144370071
439,Улан-Удэ,11,misc_pos,51.831616596417774,107.6305216521045
440,Улан-Удэ,11,travel,51.86994842762371,107.76323361811019
441,Калининград,75,gas_transport,54.746469730541996,20.56379733581119
442,Калининград,75,grocery_pos,54.675063021893074,20.553276172477105
443,Калининград,75,home,54.68791377614479,20.566632375972972
444,Калининград,75,shopping_pos,54.76670321919619,20.509652983659812
