txn_id,client_id,txn_time,unix_time,amount,type,channel,category,online,merchant_id,trans_city,trans_lat,trans_lon,trans_ip,device_id,account,is_fraud,is_suspicious,status,rule,distance_km
38,2755,2025-01-01 09:57:00,1735725420,1.0,purchase,POS,shopping_pos,False,3392.0,Москва,55.77597591060433,37.512190255475076,not applicable,,,False,False,approved,not applicable,7.223
39,1536,2025-01-01 10:03:00,1735725780,1.0,purchase,ecom,misc_net,True,6872.0,Владикавказ,43.0205039,44.6819383,2.60.5.176,2591.0,,False,False,approved,not applicable,0.0
40,923,2025-01-01 10:08:00,1735726080,5949.91,purchase,POS,shopping_pos,False,3172.0,Чита,52.13025208535579,113.29004153687131,not applicable,,,False,False,approved,not applicable,17.912
41,3332,2025-01-01 10:10:00,1735726200,560.21,purchase,POS,misc_pos,False,1781.0,Омск,55.04625246797443,73.50943659847127,not applicable,,,False,False,approved,not applicable,11.369
42,3109,2025-01-01 10:12:00,1735726320,979.72,purchase,POS,gas_transport,False,4170.0,Комсомольск-на-Амуре,50.535258781269974,136.94439939661177,not applicable,,,False,False,approved,not applicable,4.793
43,12417,2025-01-01 10:23:00,1735726980,1.0,purchase,POS,travel,False,3399.0,Москва,55.849007715452174,37.70719072314755,not applicable,,,False,False,approved,not applicable,11.909
44,4008,2025-01-01 10:25:00,1735727100,3224.43,purchase,ecom,misc_net,True,6805.0,Владимир,56.1281561,40.4082995,2.60.14.211,6816.0,,False,False,approved,not applicable,0.0
45,1663,2025-01-01 10:26:00,1735727160,970.0,purchase,POS,kids_pets,False,995.0,Красноярск,55.96656582201559,92.79843214433647,not applicable,,,False,False,approved,not applicable,5.845
46,6567,2025-01-01 10:33:00,1735727580,1325.3,purchase,POS,home,False,2643.0,Ростов-на-Дону,47.17194557067416,39.65233542695877,not applicable,,,False,False,approved,not applicable,7.541
47,1238,2025-01-01 10:36:00,1735727760,1.0,purchase,POS,home,False,5096.0,Санкт-Петербург,59.91728027652187,30.29013498368295,not applicable,,,False,False,approved,not applicable,2.826
48,10714,2025-01-01 10:37:00,1735727820,397.72,purchase,POS,health_fitness,False,163.0,Воронеж,51.741543866780596,39.227811020115844,not applicable,,,False,False,approved,not applicable,9.405
49,713,2025-01-01 10:38:00,1735727880,700.0,purchase,POS,home,False,5074.0,Братск,56.19748431843288,101.61929129077384,not applicable,,,False,False,approved,not applicable,5.212
50,1519,2025-01-01 10:48:00,1735728480,1.0,purchase,POS,shopping_pos,False,6142.0,Ижевск,56.85428614160707,53.28270645342711,not applicable,,,False,False,approved,not applicable,4.354
51,2808,2025-01-01 10:56:00,1735728960,876.75,purchase,POS,gas_transport,False,1805.0,Уфа,54.69071544545679,55.914165624614554,not applicable,,,False,False,approved,not applicable,5.663
53,4892,2025-01-01 10:57:00,1735729020,29.75,purchase,POS,food_dining,False,4881.0,Орёл,52.94037333923954,36.16308152598666,not applicable,,,False,False,approved,not applicable,6.956
52,2280,2025-01-01 10:57:00,1735729020,570.0,purchase,POS,gas_transport,False,1387.0,Белгород,50.6337657078393,36.51894640567392,not applicable,,,False,False,approved,not applicable,6.202
54,3341,2025-01-01 10:58:00,1735729080,1.0,purchase,POS,shopping_pos,False,1731.0,Екатеринбург,56.73672683536582,60.68519795560378,not applicable,,,False,False,approved,not applicable,12.349
55,3512,2025-01-01 11:02:00,1735729320,510.0,purchase,POS,gas_transport,False,4962.0,Тамбов,52.74165058226827,41.4269346601193,not applicable,,,False,False,approved,not applicable,2.838
56,2515,2025-01-01 11:03:00,1735729380,1568.54,purchase,POS,kids_pets,False,5032.0,Петрозаводск,61.8089301448024,34.32238031856612,not applicable,,,False,False,approved,not applicable,2.958
57,196,2025-01-01 11:07:00,1735729620,533.03,purchase,POS,personal_care,False,2559.0,Санкт-Петербург,59.75801387189222,30.277384334642306,not applicable,,,False,False,approved,not applicable,20.292
58,4026,2025-01-01 11:13:00,1735729980,530.0,purchase,POS,food_dining,False,1119.0,Тюмень,57.06934114964655,65.73935140655625,not applicable,,,False,False,approved,not applicable,15.534
59,2917,2025-01-01 11:14:00,1735730040,4920.0,purchase,POS,shopping_pos,False,1940.0,Ярославль,57.60434200940022,39.92844270157487,not applicable,,,False,False,approved,not applicable,2.653
60,11063,2025-01-01 11:18:00,1735730280,1429.89,purchase,POS,grocery_pos,False,5975.0,Нижний Новгород,56.21947640843099,43.837650999473844,not applicable,,,False,False,approved,not applicable,15.62
61,3612,2025-01-01 11:20:00,1735730400,823.83,purchase,POS,gas_transport,False,144.0,Красноярск,56.103861201367174,93.09708951248837,not applicable,,,False,False,approved,not applicable,18.516
62,884,2025-01-01 11:21:00,1735730460,559.32,purchase,POS,kids_pets,False,5527.0,Калининград,54.77027736065129,20.46955722592285,not applicable,,,False,False,approved,not applicable,7.417
63,1438,2025-01-01 11:28:00,1735730880,920.0,purchase,ecom,grocery_net,True,6940.0,Архангельск,64.5392985,40.5170083,2.60.5.81,2420.0,,False,False,approved,not applicable,0.0
19650,3269,2025-01-01 11:32:00,1735731120,10000.0,purchase,ecom,shopping_net,True,6882.0,Саранск,54.1807601,45.1862263,2.60.12.24,5556.0,,False,False,approved,not applicable,0.0
64,1304,2025-01-01 11:35:00,1735731300,1.0,purchase,POS,travel,False,682.0,Владикавказ,43.07594891162991,44.672259026885364,not applicable,,,False,False,approved,not applicable,6.21
65,3056,2025-01-01 11:38:00,1735731480,2080.31,purchase,POS,misc_pos,False,3563.0,Саратов,51.58455305495093,46.094335771115865,not applicable,,,False,False,approved,not applicable,11.506
66,12220,2025-01-01 11:57:00,1735732620,3000.0,purchase,ecom,misc_net,True,6962.0,Хабаровск,48.4647991,135.0598811,2.60.20.121,9436.0,,False,False,approved,not applicable,0.0
67,153,2025-01-01 11:59:00,1735732740,1196.51,purchase,POS,gas_transport,False,3125.0,Сочи,43.54081316112946,39.80335610728248,not applicable,,,False,False,approved,not applicable,8.17
68,6546,2025-01-01 12:00:00,1735732800,3498.0,purchase,ecom,shopping_net,True,6898.0,Москва,55.7538789,37.6203735,2.60.18.229,8712.0,,False,False,approved,not applicable,0.0
69,3972,2025-01-01 12:00:00,1735732800,200.0,purchase,POS,home,False,5085.0,Москва,55.54275067150746,37.51505902829178,not applicable,,,False,False,approved,not applicable,24.423
70,1212,2025-01-01 12:02:00,1735732920,610.9,purchase,ecom,grocery_net,True,6859.0,Сочи,43.5855829,39.7231419,2.60.4.129,2049.0,,False,False,approved,not applicable,0.0
71,4625,2025-01-01 12:02:00,1735732920,1.0,purchase,ecom,misc_net,True,6811.0,Кемерово,55.3909721,86.0467864,2.60.17.21,7865.0,,False,False,approved,not applicable,0.0
72,12738,2025-01-01 12:03:00,1735732980,770.48,purchase,POS,gas_transport,False,5644.0,Владимир,56.14705674194742,40.440316227857814,not applicable,,,False,False,approved,not applicable,2.897
73,2208,2025-01-01 12:08:00,1735733280,655.59,purchase,ecom,grocery_net,True,6807.0,Новосибирск,55.0281016,82.9210575,2.60.8.44,3747.0,,False,False,approved,not applicable,0.0
74,4555,2025-01-01 12:08:00,1735733280,1.0,purchase,POS,shopping_pos,False,3480.0,Челябинск,55.225696569389356,61.30508045224384,not applicable,,,False,False,approved,not applicable,9.489
75,1438,2025-01-01 12:09:00,1735733340,1639.0,purchase,POS,entertainment,False,4791.0,Архангельск,64.62586270507055,40.525499617419754,not applicable,,,False,False,approved,not applicable,9.659
77,864,2025-01-01 12:12:00,1735733520,1.0,purchase,POS,personal_care,False,2130.0,Улан-Удэ,51.79616154683075,107.63929848830769,not applicable,,,False,False,approved,not applicable,5.627
76,3303,2025-01-01 12:12:00,1735733520,506.53,purchase,POS,home,False,5173.0,Челябинск,55.21074714504953,61.27606289455326,not applicable,,,False,False,approved,not applicable,9.725
78,1365,2025-01-01 12:13:00,1735733580,2410.0,purchase,POS,health_fitness,False,2550.0,Москва,55.820068211291904,37.724356124822464,not applicable,,,False,False,approved,not applicable,9.842
79,2247,2025-01-01 12:13:00,1735733580,6000.0,purchase,ecom,shopping_net,True,6918.0,Киров,58.6035313,49.6679219,2.60.8.80,3809.0,,False,False,approved,not applicable,0.0
80,4238,2025-01-01 12:16:00,1735733760,100.0,purchase,POS,personal_care,False,766.0,Якутск,62.08615443468135,129.75235458380388,not applicable,,,False,False,approved,not applicable,6.56
81,7772,2025-01-01 12:18:00,1735733880,4257.21,purchase,POS,travel,False,4246.0,Москва,55.64379909814905,37.77384354833614,not applicable,,,False,False,approved,not applicable,15.599
82,803,2025-01-01 12:20:00,1735734000,684.26,purchase,POS,home,False,2951.0,Киров,58.59190170134358,49.58264604273921,not applicable,,,False,False,approved,not applicable,5.125
83,3884,2025-01-01 12:22:00,1735734120,31.53,purchase,POS,health_fitness,False,1758.0,Казань,55.707785094055474,49.23206423922786,not applicable,,,False,False,approved,not applicable,12.258
84,1460,2025-01-01 12:22:00,1735734120,1000.0,purchase,POS,personal_care,False,1415.0,Владимир,56.10897544861348,40.35535576801202,not applicable,,,False,False,approved,not applicable,3.925
85,3658,2025-01-01 12:23:00,1735734180,632.33,purchase,POS,gas_transport,False,2509.0,Нижневартовск,60.9463762599202,76.62165436920549,not applicable,,,False,False,approved,not applicable,2.916
86,2216,2025-01-01 12:24:00,1735734240,1.0,purchase,ecom,misc_net,True,6945.0,Москва,55.7538789,37.6203735,2.60.8.52,3760.0,,False,False,approved,not applicable,0.0
88,4685,2025-01-01 12:25:00,1735734300,2107.56,purchase,POS,grocery_pos,False,5458.0,Набережные Челны,55.67956946378098,52.43276227080653,not applicable,,,False,False,approved,not applicable,7.502
87,2751,2025-01-01 12:25:00,1735734300,1.0,purchase,ecom,shopping_net,True,6863.0,Самара,53.1951657,50.1067691,2.60.10.44,4666.0,,False,False,approved,not applicable,0.0
89,713,2025-01-01 12:26:00,1735734360,1.0,purchase,POS,shopping_pos,False,5922.0,Братск,56.278285866118594,101.9616657366719,not applicable,,,False,False,approved,not applicable,24.758
90,4309,2025-01-01 12:32:00,1735734720,1.0,purchase,POS,personal_care,False,5694.0,Смоленск,54.789277240256155,32.0490190810057,not applicable,,,False,False,approved,not applicable,15.036
91,4290,2025-01-01 12:35:00,1735734900,3840.0,purchase,ecom,shopping_net,True,6929.0,Курск,51.7303391,36.1926448,2.60.15.220,7299.0,,False,False,approved,not applicable,0.0
92,3711,2025-01-01 12:37:00,1735735020,751.98,purchase,ecom,grocery_net,True,6850.0,Сургут,61.2539773,73.3961726,2.60.13.188,6316.0,,False,False,approved,not applicable,0.0
93,3423,2025-01-01 12:38:00,1735735080,1840.0,purchase,POS,personal_care,False,5034.0,Петрозаводск,61.852747642441095,34.26744980627384,not applicable,,,False,False,approved,not applicable,8.598
94,3314,2025-01-01 12:40:00,1735735200,1.0,purchase,POS,home,False,5063.0,Йошкар-Ола,56.64549484322874,47.90244992748949,not applicable,,,False,False,approved,not applicable,1.248
19651,3269,2025-01-01 12:41:00,1735735260,4000.0,purchase,ecom,shopping_net,True,6781.0,Саранск,54.1807601,45.1862263,2.60.12.24,5555.0,,False,False,approved,not applicable,0.0
95,746,2025-01-01 12:42:00,1735735320,3995.23,purchase,POS,misc_pos,False,2639.0,Челябинск,55.25673413209933,61.36785814407198,not applicable,,,False,False,approved,not applicable,10.931
96,45,2025-01-01 12:44:00,1735735440,1.0,purchase,ecom,shopping_net,True,6926.0,Братск,56.1513951,101.6339892,2.60.0.43,76.0,,False,False,approved,not applicable,0.0
98,3922,2025-01-01 12:45:00,1735735500,1459.44,purchase,POS,kids_pets,False,1699.0,Москва,55.87230501224867,37.61880268876787,not applicable,,,False,False,approved,not applicable,13.186
97,324,2025-01-01 12:45:00,1735735500,1076.08,purchase,POS,grocery_pos,False,4446.0,Ижевск,56.77404920007399,53.30952032246644,not applicable,,,False,False,approved,not applicable,10.617
100,4134,2025-01-01 12:46:00,1735735560,1087.34,purchase,POS,gas_transport,False,5930.0,Москва,55.586622822885374,37.683594785624244,not applicable,,,False,False,approved,not applicable,19.042
99,889,2025-01-01 12:46:00,1735735560,701.08,purchase,POS,home,False,36.0,Екатеринбург,56.79489290783935,60.09652564547962,not applicable,,,False,False,approved,not applicable,31.462
101,2247,2025-01-01 12:48:00,1735735680,2000.0,purchase,ecom,misc_net,True,6964.0,Киров,58.6035313,49.6679219,2.60.8.80,3808.0,,False,False,approved,not applicable,0.0
103,884,2025-01-01 12:52:00,1735735920,590.0,purchase,POS,gas_transport,False,3829.0,Калининград,54.707660043577896,20.49257278582283,not applicable,,,False,False,approved,not applicable,0.947
102,10564,2025-01-01 12:52:00,1735735920,736.59,purchase,POS,misc_pos,False,1770.0,Самара,53.24682601581745,50.27182639313487,not applicable,,,False,False,approved,not applicable,12.434
104,4438,2025-01-01 12:55:00,1735736100,799.47,purchase,POS,food_dining,False,877.0,Новосибирск,54.975388699563474,82.81383513885297,not applicable,,,False,False,approved,not applicable,9.028
105,1514,2025-01-01 12:58:00,1735736280,55.01,purchase,POS,home,False,69.0,Самара,53.12453230831523,50.05703419971771,not applicable,,,False,False,approved,not applicable,8.536
106,1073,2025-01-01 12:59:00,1735736340,1.0,purchase,POS,personal_care,False,4990.0,Грозный,43.35587630004841,45.54776491038867,not applicable,,,False,False,approved,not applicable,12.901
107,3504,2025-01-01 12:59:00,1735736340,1003.05,purchase,POS,gas_transport,False,3752.0,Пенза,53.21068913726616,45.06372685204149,not applicable,,,False,False,approved,not applicable,4.38
108,466,2025-01-01 13:00:00,1735736400,1733.97,purchase,POS,grocery_pos,False,3390.0,Москва,55.64292350810162,37.634441988516926,not applicable,,,False,False,approved,not applicable,12.385
109,1785,2025-01-01 13:00:00,1735736400,1100.0,purchase,ecom,grocery_net,True,6915.0,Смоленск,54.7867168,31.8153366,2.60.6.147,3005.0,,False,False,approved,not applicable,0.0
110,4247,2025-01-01 13:00:00,1735736400,1120.0,purchase,POS,health_fitness,False,5729.0,Орёл,52.92529001463838,36.029711598901926,not applicable,,,False,False,approved,not applicable,5.387
111,1339,2025-01-01 13:00:00,1735736400,5228.0,purchase,ecom,shopping_net,True,6843.0,Чита,52.0340128,113.4994884,2.60.4.250,2264.0,,False,False,approved,not applicable,0.0
113,4365,2025-01-01 13:02:00,1735736520,1200.0,purchase,POS,health_fitness,False,6477.0,Белгород,50.5974444364378,36.5509987958657,not applicable,,,False,False,approved,not applicable,2.466
112,87,2025-01-01 13:02:00,1735736520,1.0,purchase,ecom,shopping_net,True,6893.0,Казань,55.7943877,49.1115312,2.60.0.83,149.0,,False,False,approved,not applicable,0.0
114,2195,2025-01-01 13:07:00,1735736820,4528.8,purchase,ecom,misc_net,True,6916.0,Самара,53.1951657,50.1067691,2.60.8.31,3725.0,,False,False,approved,not applicable,0.0
115,1489,2025-01-01 13:12:00,1735737120,8529.42,purchase,ecom,misc_net,True,6945.0,Севастополь,44.6167334,33.5253552,2.60.5.130,2509.0,,False,False,approved,not applicable,0.0
116,4257,2025-01-01 13:13:00,1735737180,790.0,purchase,POS,health_fitness,False,9.0,Москва,55.530853291792035,37.50212488950325,not applicable,,,False,False,approved,not applicable,25.923
117,2038,2025-01-01 13:14:00,1735737240,97.36,purchase,POS,home,False,850.0,Москва,55.650816684722706,37.45336136844172,not applicable,,,False,False,approved,not applicable,15.554
118,2406,2025-01-01 13:17:00,1735737420,3328.0,purchase,POS,grocery_pos,False,1575.0,Тамбов,52.73795806641693,41.435729361806835,not applicable,,,False,False,approved,not applicable,2.164
119,4416,2025-01-01 13:18:00,1735737480,320.13,purchase,POS,health_fitness,False,2473.0,Кострома,57.75341368502811,40.98590915161351,not applicable,,,False,False,approved,not applicable,5.524
120,1941,2025-01-01 13:18:00,1735737480,1560.0,purchase,POS,grocery_pos,False,2235.0,Белгород,50.59590620770252,36.64767322369838,not applicable,,,False,False,approved,not applicable,4.384
121,4468,2025-01-01 13:21:00,1735737660,659.28,purchase,POS,gas_transport,False,5072.0,Братск,56.306203490221634,101.6626989989602,not applicable,,,False,False,approved,not applicable,17.329
19652,3269,2025-01-01 13:24:00,1735737840,200.0,purchase,ecom,misc_net,True,6876.0,Саранск,54.1807601,45.1862263,2.60.12.24,5555.0,,False,False,approved,not applicable,0.0
122,3621,2025-01-01 13:25:00,1735737900,910.0,purchase,POS,food_dining,False,3550.0,Воронеж,51.639336767467974,39.19741967242664,not applicable,,,False,False,approved,not applicable,2.215
124,7855,2025-01-01 13:26:00,1735737960,1946.53,purchase,POS,grocery_pos,False,3324.0,Комсомольск-на-Амуре,50.47332478514187,136.9274145845487,not applicable,,,False,False,approved,not applicable,10.266
123,3695,2025-01-01 13:26:00,1735737960,3500.0,purchase,ecom,misc_net,True,6862.0,Тольятти,53.5206438,49.389461,2.60.13.173,6290.0,,False,False,approved,not applicable,0.0
125,1438,2025-01-01 13:27:00,1735738020,1000.0,purchase,POS,kids_pets,False,1402.0,Архангельск,64.60113868748282,40.73203237070184,not applicable,,,False,False,approved,not applicable,12.4
126,1796,2025-01-01 13:29:00,1735738140,1161.93,purchase,POS,kids_pets,False,3085.0,Белгород,50.56176252014106,36.58545782938047,not applicable,,,False,False,approved,not applicable,4.002
127,2485,2025-01-01 13:30:00,1735738200,1094.6,purchase,POS,home,False,2533.0,Братск,56.1326639679107,101.50902575910162,not applicable,,,False,False,approved,not applicable,8.043
128,4052,2025-01-01 13:31:00,1735738260,1140.0,purchase,POS,gas_transport,False,859.0,Санкт-Петербург,60.02336223767006,30.277958521923548,not applicable,,,False,False,approved,not applicable,9.62
129,1876,2025-01-01 13:35:00,1735738500,1.0,purchase,POS,entertainment,False,2547.0,Москва,55.87148976823706,37.419753257020666,not applicable,,,False,False,approved,not applicable,18.157
130,784,2025-01-01 13:35:00,1735738500,1.0,purchase,POS,shopping_pos,False,5537.0,Брянск,53.27051277081645,34.26858657644055,not applicable,,,False,False,approved,not applicable,7.19
131,2358,2025-01-01 13:38:00,1735738680,1118.8,purchase,POS,kids_pets,False,5098.0,Санкт-Петербург,59.98746000498363,30.50017811027112,not applicable,,,False,False,approved,not applicable,11.621
132,1812,2025-01-01 13:39:00,1735738740,97.54,purchase,ecom,shopping_net,True,6811.0,Пермь,58.0103211,56.2341778,2.60.6.172,3049.0,,False,False,approved,not applicable,0.0
133,4221,2025-01-01 13:40:00,1735738800,432.0,purchase,POS,entertainment,False,424.0,Чебоксары,56.13998945459035,47.334841224194626,not applicable,,,False,False,approved,not applicable,5.362
134,6185,2025-01-01 13:42:00,1735738920,4381.55,purchase,POS,shopping_pos,False,6747.0,Нижневартовск,60.96800742276734,76.5906794457544,not applicable,,,False,False,approved,not applicable,3.35
135,6906,2025-01-01 13:44:00,1735739040,1382.88,purchase,POS,kids_pets,False,2590.0,Нижний Новгород,56.27813220109955,43.958785950550265,not applicable,,,False,False,approved,not applicable,5.886
136,6567,2025-01-01 13:44:00,1735739040,162.57,purchase,POS,health_fitness,False,6037.0,Ростов-на-Дону,47.268205022675595,39.655237864307175,not applicable,,,False,False,approved,not applicable,7.003
137,2741,2025-01-01 13:46:00,1735739160,732.19,purchase,POS,personal_care,False,4154.0,Якутск,62.0564422731822,129.73744281215232,not applicable,,,False,False,approved,not applicable,3.177
138,1967,2025-01-01 13:48:00,1735739280,1.0,purchase,ecom,misc_net,True,6902.0,Москва,55.7538789,37.6203735,2.60.7.65,3313.0,,False,False,approved,not applicable,0.0
139,3133,2025-01-01 13:49:00,1735739340,1.0,purchase,ecom,misc_net,True,6906.0,Томск,56.4847036,84.9481737,2.60.11.153,5317.0,,False,False,approved,not applicable,0.0
141,1463,2025-01-01 13:50:00,1735739400,733.53,purchase,POS,personal_care,False,5958.0,Новосибирск,55.02437281682658,82.82458318116028,not applicable,,,False,False,approved,not applicable,6.184
140,13151,2025-01-01 13:50:00,1735739400,1000.0,purchase,POS,personal_care,False,3692.0,Оренбург,51.8695479399574,55.138856770684775,not applicable,,,False,False,approved,not applicable,9.479
142,3002,2025-01-01 13:52:00,1735739520,343.97,purchase,POS,gas_transport,False,6282.0,Астрахань,46.3544948278091,48.00922249598723,not applicable,,,False,False,approved,not applicable,3.805
143,2195,2025-01-01 13:53:00,1735739580,1424.22,purchase,POS,grocery_pos,False,5150.0,Самара,53.26768553229729,50.307408886851924,not applicable,,,False,False,approved,not applicable,15.641
144,12695,2025-01-01 13:53:00,1735739580,748.5,purchase,POS,personal_care,False,1767.0,Самара,53.2287630038384,50.179497753683506,not applicable,,,False,False,approved,not applicable,6.131
