client_id,platform,device_id
317,Android,542
318,Android,544
319,Android,545
320,Android,547
321,Android,549
322,Android,551
323,iOS,553
324,Android,555
325,Android,557
326,iOS,559
327,Android,561
328,Android,562
329,iOS,564
330,Android,566
331,Android,568
332,iOS,569
333,Windows,571
334,Android,572
335,iOS,574
336,Android,576
337,Android,577
338,Windows,579
339,Android,580
340,iOS,582
341,Android,584
342,Android,586
343,iOS,588
344,Android,590
345,iOS,591
346,Android,593
347,iOS,595
348,Android,597
349,Android,599
350,Android,601
351,Android,603
352,Android,605
353,Android,607
354,Android,609
355,Android,611
356,Android,613
357,Android,615
358,Android,617
359,Android,619
360,iOS,621
361,Android,623
362,Android,625
363,Android,627
364,iOS,628
365,Android,630
366,Android,632
367,Android,634
368,Android,636
369,Android,638
370,Android,639
371,iOS,641
372,iOS,643
373,Android,645
374,Android,647
375,Android,649
376,Android,651
378,Android,653
379,Android,655
380,Android,657
381,Android,659
382,Android,661
383,Android,663
384,Android,665
385,Android,667
386,iOS,668
387,iOS,670
388,iOS,672
389,Android,674
390,Android,676
391,Android,678
392,Android,680
393,Android,682
394,Android,684
395,Android,686
396,Android,688
397,Android,689
398,Android,691
399,Android,693
400,Android,694
401,Android,696
402,Android,698
403,Android,700
404,iOS,702
405,Android,704
406,Android,706
407,Windows,707
408,Android,708
409,Android,710
410,Android,712
411,Android,714
412,Android,716
413,Android,718
414,Android,720
415,Android,722
416,Android,724
417,Android,726
418,Android,728
419,Android,730
420,Android,731
421,iOS,733
422,Android,735
423,Android,736
424,Android,737
425,iOS,739
426,Android,741
427,Android,743
428,Android,745
429,iOS,747
430,Android,749
431,Android,751
432,Android,752
433,Android,754
434,Android,756
435,Android,758
436,Android,760
437,Android,761
438,Android,763
439,Android,765
440,Android,767
441,Android,769
442,Android,770
443,Android,771
444,Android,773
445,Android,774
446,Windows,776
447,Android,777
448,Android,779
450,Android,781
451,Android,783
452,Android,785
453,Android,787
454,Android,788
455,Windows,790
456,iOS,791
457,iOS,793
458,Android,795
459,Windows,796
461,Android,797
462,Android,799
463,Android,801
464,Android,803
465,Android,805
466,Android,807
467,Android,809
468,Windows,811
469,Android,812
470,Android,814
471,Android,815
472,Android,817
473,iOS,819
474,Android,821
476,Android,823
477,Android,825
478,Android,827
479,Android,829
480,Android,831
481,Android,833
482,iOS,835
483,Android,837
484,Android,839
485,Android,840
486,iOS,842
487,Windows,844
488,Android,845
489,Android,847
490,iOS,849
491,Windows,851
492,Android,852
493,Android,854
494,iOS,856
495,Android,858
496,Android,860
497,Android,862
498,Android,864
499,Android,866
500,iOS,868
501,Android,870
502,Android,872
503,iOS,874
504,Android,876
505,iOS,877
506,Android,879
507,iOS,881
508,Android,883
509,Android,885
510,Android,887
511,Android,889
512,Android,891
513,iOS,892
514,iOS,894
515,Android,895
516,Android,897
517,Android,899
518,Android,901
519,Android,903
520,Android,905
521,iOS,907
522,Android,909
523,Android,911
524,Android,913
525,Android,915
526,Android,916
527,iOS,918
528,Android,920
529,Android,922
530,iOS,923
531,Android,925
532,Android,926
533,Android,928
534,Android,929
535,Android,931
536,Android,933
537,Android,935
538,Android,937
540,Android,939
541,Android,941
542,Android,943
543,Linux,945
544,iOS,946
545,iOS,948
546,Android,950
547,Android,951
548,Android,953
550,Android,954
551,iOS,956
552,Android,958
553,Android,960
554,iOS,962
555,Android,964
556,Android,966
557,Android,967
558,Android,969
559,Android,971
560,Android,973
561,Android,975
562,iOS,976
563,Android,978
564,Android,980
565,Android,982
566,macOS,984
567,Android,985
568,Android,987
569,Android,989
570,Android,991
571,Android,993
572,iOS,995
573,Android,997
574,Android,999
575,Android,1001
576,Android,1003
577,iOS,1005
578,iOS,1006
579,Android,1008
581,Android,1009
582,Android,1010
583,Android,1011
584,Android,1012
585,Android,1013
586,Android,1015
587,Android,1016
588,Android,1018
589,Android,1020
590,Android,1022
591,Android,1023
592,Android,1025
593,Android,1027
596,Android,1028
597,Android,1030
598,Android,1032
599,iOS,1034
601,Android,1036
602,Android,1038
603,Android,1040
604,Android,1042
605,iOS,1044
606,Android,1046
607,Android,1048
608,Android,1050
609,Android,1052
610,Android,1054
611,Windows,1055
612,iOS,1056
613,Android,1058
614,Android,1060
615,Android,1062
616,Android,1063
617,Android,1065
618,Android,1066
619,Android,1068
620,Android,1069
621,Android,1070
622,Android,1072
623,Android,1074
624,Android,1076
625,Android,1077
626,Android,1079
627,Android,1081
628,iOS,1082
629,Android,1084
630,Android,1086
631,Android,1088
632,iOS,1089
633,iOS,1091
635,Android,1093
636,Android,1095
637,Android,1097
638,Android,1099
639,Android,1101
640,Android,1103
641,Android,1105
642,Android,1107
643,Android,1109
644,Android,1111
645,Android,1113
646,Android,1115
647,Android,1116
648,Android,1117
649,macOS,1119
651,Android,1120
652,Android,1121
653,Android,1123
654,Android,1124
655,Android,1125
656,Android,1127
657,Android,1129
658,Android,1131
659,iOS,1133
660,Android,1135
661,Android,1137
662,Android,1138
663,iOS,1140
664,Android,1141
665,Windows,1143
666,Android,1144
667,Android,1146
668,Android,1148
669,Android,1150
670,Android,1151
671,Android,1153
672,Android,1154
673,Android,1156
674,Android,1158
675,Android,1160
676,Windows,1162
677,Android,1163
678,Android,1165
679,Android,1166
680,Android,1168
681,iOS,1170
682,Android,1171
683,Android,1173
684,Android,1175
685,Android,1177
686,Android,1178
687,Android,1180
688,Android,1182
689,Android,1184
690,Android,1185
691,Android,1187
692,iOS,1189
693,iOS,1191
694,Android,1193
695,Android,1195
696,Android,1196
697,Android,1198
698,Android,1200
699,Android,1202
700,Android,1203
702,Android,1205
703,iOS,1207
704,Android,1209
705,Android,1211
706,Android,1212
707,macOS,1214
708,Android,1215
709,Android,1216
710,Android,1218
711,Android,1220
712,Android,1222
713,Windows,1224
714,Android,1225
715,Windows,1227
716,Android,1228
717,Android,1230
718,Android,1232
719,Android,1233
720,Android,1235
721,Android,1237
722,Windows,1238
723,Android,1239
724,Android,1241
725,Android,1243
726,Android,1245
727,Android,1247
728,iOS,1249
729,iOS,1251
730,iOS,1253
731,Android,1255
732,Android,1257
733,Android,1259
734,Android,1261
735,Android,1263
736,Android,1265
737,Android,1266
738,iOS,1268
739,Android,1270
740,Windows,1272
741,Android,1273
742,Android,1275
743,Android,1277
744,Android,1279
745,iOS,1281
746,Android,1282
747,Android,1283
748,Android,1285
749,Android,1287
750,Windows,1289
751,Android,1290
752,Android,1292
753,Android,1294
754,Android,1296
755,iOS,1297
756,Android,1299
757,Android,1301
758,Android,1303
759,Android,1305
760,Android,1307
762,iOS,1309
763,Android,1311
764,Android,1313
765,Android,1315
766,Android,1317
767,iOS,1319
768,Android,1321
769,iOS,1323
772,Android,1325
773,Android,1327
774,Android,1329
775,Android,1331
776,Android,1333
777,Android,1334
778,Android,1336
779,Android,1337
780,iOS,1338
781,Android,1340
782,Android,1342
783,Android,1344
784,Android,1346
785,Android,1348
786,Android,1350
787,Android,1352
788,Android,1354
789,Android,1356
790,Android,1358
791,iOS,1360
793,Android,1361
794,Android,1363
796,Android,1365
797,Android,1367
798,iOS,1368
799,iOS,1370
803,Android,1372
804,Android,1373
806,Android,1375
807,iOS,1377
808,Android,1379
809,Android,1380
810,Windows,1382
811,iOS,1383
812,Android,1385
813,Android,1387
814,Android,1389
815,Android,1391
816,Android,1392
818,Android,1394
819,Android,1396
820,Android,1398
821,Android,1400
822,Android,1402
823,macOS,1404
824,Android,1405
825,Android,1407
826,iOS,1409
827,Android,1411
828,Android,1413
829,Android,1415
830,Windows,1417
831,Windows,1418
832,Android,1419
833,Android,1421
834,Android,1422
835,Android,1424
836,Android,1426
837,iOS,1428
838,iOS,1430
839,Android,1432
840,iOS,1433
841,Linux,1435
842,Android,1436
843,Android,1438
844,Android,1440
845,Android,1442
846,Android,1444
847,Android,1446
849,Android,1448
850,iOS,1450
851,Android,1451
852,Android,1453
853,Android,1454
854,iOS,1456
855,iOS,1458
856,Android,1460
857,Windows,1462
858,Android,1463
859,Linux,1465
860,iOS,1466
861,iOS,1468
862,macOS,1469
863,Android,1470
864,Android,1472
865,Android,1473
866,iOS,1475
870,Android,1477
871,Android,1479
872,Android,1481
873,Android,1483
874,Android,1485
875,Android,1487
876,Android,1489
877,Android,1491
878,Android,1493
879,Android,1495
880,Android,1497
881,iOS,1498
882,Android,1500
883,Android,1502
884,Android,1504
885,Android,1506
886,Android,1508
887,Android,1510
888,Android,1512
889,iOS,1513
890,Android,1514
891,iOS,1516
892,Android,1517
893,Android,1519
894,Android,1520
895,Android,1522
896,Android,1524
897,Android,1526
898,Android,1528
899,Android,1530
900,iOS,1532
901,Android,1534
902,Android,1536
903,Android,1538
904,Android,1539
905,Android,1541
906,Android,1543
907,Android,1545
908,Android,1547
909,iOS,1549
910,Android,1550
911,Android,1552
912,iOS,1554
913,Android,1556
914,Windows,1558
915,Android,1559
916,iOS,1561
917,Android,1563
918,Android,1565
921,Android,1567
922,iOS,1569
923,Android,1571
924,Android,1572
925,Android,1574
926,Android,1575
927,Android,1577
928,Android,1579
929,Android,1581
930,Android,1583
931,Android,1585
932,Android,1587
933,Android,1589
934,Android,1591
935,Android,1592
936,Android,1594
937,Android,1596
938,macOS,1598
939,Android,1599
940,Android,1601
941,Android,1603
942,Android,1605
943,Android,1607
944,Android,1609
945,Android,1610
946,Android,1612
948,Android,1614
949,Windows,1616
950,Android,1617
951,Android,1618
952,Android,1620
953,Android,1622
954,Android,1624
955,Android,1626
956,Android,1627
957,Android,1628
958,Android,1630
959,Android,1632
960,Android,1634
961,Android,1635
962,Android,1637
963,Android,1639
964,Android,1640
965,iOS,1642
966,iOS,1644
967,Android,1646
968,Android,1648
970,Android,1650
971,Android,1652
972,iOS,1654
973,Android,1656
974,Android,1658
975,Android,1660
976,Android,1661
977,Android,1663
978,Android,1664
979,Android,1666
980,Android,1668
981,Android,1670
984,Android,1672
985,Android,1674
986,Android,1676
987,Android,1678
988,Android,1680
989,Android,1682
990,Android,1683
991,Android,1685
992,Android,1687
993,Android,1689
994,Android,1691
995,Android,1693
996,Android,1695
997,Android,1697
998,Android,1699
999,Android,1701
1000,Windows,1703
1001,Android,1704
1002,Android,1706
1003,Android,1708
1004,Android,1710
1006,Android,1712
1007,Android,1713
1008,Android,1714
1009,Android,1716
1010,Android,1717
1011,Android,1719
1012,Windows,1721
1013,Android,1722
1014,Android,1724
1015,iOS,1726
1016,Android,1728
1017,iOS,1730
1018,Android,1732
1019,Android,1734
1020,macOS,1736
1021,iOS,1737
1022,Linux,1739
1023,Android,1740
1024,Android,1742
1025,Android,1744
1026,Android,1746
1027,Android,1748
1028,Android,1750
1029,Android,1752
1030,Android,1754
1031,Android,1756
1032,Android,1757
1033,Android,1759
1034,Android,1761
1035,Android,1763
1036,Android,1765
1037,Android,1767
1038,Android,1769
1039,Android,1771
1040,Android,1773
1041,Android,1775
1042,Android,1777
1043,Android,1779
1044,iOS,1780
1045,Android,1782
1046,Android,1784
1047,Android,1786
1048,Android,1788
1049,Android,1790
1050,Android,1792
1051,Android,1794
1052,Android,1796
1053,Android,1798
1054,Android,1800
1055,Android,1802
1056,Android,1804
1057,Android,1806
1058,Android,1808
1059,Android,1809
1060,Android,1810
1062,Android,1811
1063,Windows,1812
1064,Android,1813
1065,Android,1815
1066,Android,1817
1067,Android,1819
1068,Android,1821
1069,Android,1823
1070,iOS,1824
1071,Android,1826
1072,Android,1828
1073,Android,1830
1074,iOS,1831
1075,Windows,1833
1076,Android,1834
1077,Android,1836
1078,Android,1838
1079,iOS,1840
1080,Android,1842
1081,Android,1844
1082,Android,1846
1083,iOS,1847
1084,Android,1848
1085,Android,1850
1086,Android,1852
1087,Android,1854
1088,Android,1856
1089,Android,1857
1090,Android,1858
1091,iOS,1859
1092,Android,1861
1093,Windows,1863
1094,iOS,1864
1095,iOS,1866
1096,Android,1868
1097,Android,1870
1098,Android,1872
1099,Android,1874
1100,Android,1876
1101,Android,1878
1102,Android,1880
1103,Android,1882
1104,Android,1884
1105,Android,1886
1106,Android,1888
1107,iOS,1890
1108,Windows,1892
1109,Windows,1893
1110,Android,1894
1111,iOS,1895
1112,iOS,1897
1113,Android,1899
1114,Android,1901
1115,Android,1903
1116,Android,1905
1117,iOS,1907
1118,Android,1909
1119,Android,1910
1120,Android,1912
1121,Android,1913
1122,Android,1915
1123,Android,1917
1124,Android,1919
1125,iOS,1921
1126,iOS,1923
1127,Android,1925
1128,Android,1927
1129,iOS,1929
1130,iOS,1931
1131,Android,1933
1132,Android,1935
1133,Windows,1936
1134,Android,1937
1135,iOS,1939
1136,Android,1941
1137,Android,1943
1138,Android,1945
1139,Android,1947
1140,Android,1949
1141,Android,1951
1142,iOS,1953
1143,Android,1955
1145,iOS,1956
1146,Android,1958
1147,Android,1959
1148,iOS,1961
1149,Android,1963
1150,Android,1965
1151,Android,1967
1152,Android,1969
1153,Linux,1971
1154,Android,1972
1155,Android,1973
1156,iOS,1975
1157,Android,1977
1158,Android,1979
1159,Windows,1981
1160,Android,1982
1161,Android,1984
1162,Android,1986
1163,Android,1988
1164,Android,1990
1165,Android,1992
1166,Android,1994
1167,Android,1995
1168,macOS,1997
1169,Windows,1998
1170,iOS,1999
1171,Android,2001
1172,Windows,2003
1173,iOS,2004
1174,Android,2006
1175,Android,2008
1176,Android,2010
1177,Android,2012
1178,Android,2014
1179,Android,2016
1180,Android,2018
1181,iOS,2020
1182,Windows,2021
1183,iOS,2022
1186,Android,2024
1187,Android,2026
1188,Android,2027
1189,Android,2029
1190,Android,2031
1191,macOS,2033
1192,iOS,2034
1193,Android,2036
1194,Android,2038
1195,Android,2040
1196,Android,2042
1197,iOS,2044
1198,Android,2046
1199,Android,2048
1200,Android,2050
1201,Android,2052
1202,Android,2054
1204,Windows,2056
1206,Windows,2057
1207,Android,2058
1208,Android,2059
1209,Android,2061
1210,Android,2063
1211,Android,2064
1212,Android,2066
1213,Android,2068
1214,Android,2070
1215,iOS,2072
1216,Android,2074
1217,Android,2076
1218,Android,2078
1219,iOS,2079
1220,Android,2081
1221,Android,2083
1222,Android,2084
1223,iOS,2086
1224,Android,2088
1225,Android,2090
1226,Windows,2092
1227,Android,2093
1228,Android,2095
1229,Android,2096
1231,Android,2098
1232,Android,2100
1233,Android,2101
1234,Android,2103
1235,Android,2105
1236,Android,2107
1237,Android,2109
1238,Android,2111
1239,Android,2113
1240,iOS,2115
1241,Android,2117
1242,Android,2119
1243,Android,2121
1244,Android,2123
1245,Windows,2125
1246,Android,2126
1247,Android,2128
1248,Android,2130
1250,Android,2132
1251,Android,2133
1252,Android,2135
1253,Android,2136
1254,iOS,2137
1255,Android,2139
1256,Android,2141
1257,Android,2143
1258,Android,2144
1259,Android,2145
1260,Android,2147
1261,Android,2149
1262,Android,2151
1263,Android,2153
1264,Android,2155
1265,iOS,2157
1266,Android,2158
1267,Android,2160
1268,Android,2162
1269,Android,2164
1270,Android,2165
1271,Android,2167
1272,iOS,2169
1273,iOS,2170
1274,Android,2172
1275,Android,2174
1276,Android,2176
1277,Android,2178
1278,Android,2179
1279,Android,2180
1280,Android,2182
1281,Android,2183
1282,Android,2185
1283,Android,2187
1284,Android,2189
1285,iOS,2191
1286,Android,2192
1287,Android,2194
1288,Android,2196
1289,Android,2198
1290,Android,2200
1291,Android,2202
1292,Android,2204
1293,Android,2206
1294,Android,2208
1295,Android,2209
1296,iOS,2211
1297,Android,2213
1298,Android,2215
1299,iOS,2217
1300,Windows,2219
1303,Windows,2220
1304,Android,2221
1305,iOS,2223
1306,Android,2225
1307,iOS,2227
1308,Android,2228
1309,Android,2230
1310,Android,2232
1311,iOS,2234
1312,Android,2236
1313,iOS,2237
1314,Android,2239
1315,Android,2241
1316,Android,2243
1317,iOS,2245
1318,Android,2247
1321,Android,2248
1322,iOS,2250
1323,Android,2252
1324,Android,2254
1325,iOS,2256
1326,Android,2258
1327,iOS,2260
1328,iOS,2262
1329,Android,2264
1330,Android,2266
1331,Android,2267
1332,Android,2269
1333,iOS,2271
1334,Android,2273
1335,Android,2275
1336,Android,2277
1337,Android,2279
1338,Android,2281
1339,Android,2283
1340,Android,2285
1341,Android,2287
1343,Android,2289
1344,iOS,2291
1345,Android,2293
1346,iOS,2295
1347,Android,2297
1348,Android,2299
1349,Android,2301
1350,Android,2303
1351,Android,2305
1352,Android,2307
1353,Android,2308
1354,Android,2310
1355,Android,2312
1356,Android,2314
1359,Android,2316
1360,Windows,2318
1361,Android,2319
1362,Android,2321
1363,iOS,2323
1364,Android,2324
1365,Android,2326
1366,Android,2328
1367,Android,2329
1368,Android,2331
1369,Android,2333
1370,Android,2334
1371,Android,2336
1372,Android,2338
1373,Android,2340
1375,Android,2342
1376,Android,2344
1377,Android,2346
1378,Android,2347
1379,Android,2349
1380,Android,2351
1382,Android,2353
1383,Android,2355
1384,Android,2357
1385,Android,2359
1386,Android,2361
1387,Android,2363
1388,iOS,2365
1389,Android,2367
1390,Android,2369
1391,Android,2371
1392,Android,2373
1393,Android,2375
1394,Android,2377
1395,iOS,2379
1396,Windows,2381
1397,Android,2382
1401,Windows,2384
1402,iOS,2385
1403,iOS,2386
1404,Android,2388
1406,Android,2390
1407,Android,2392
1408,Android,2394
1409,Android,2395
1410,Android,2397
1411,iOS,2398
1412,Android,2400
1413,Android,2401
1414,Android,2403
1416,Android,2405
1417,Android,2407
1418,iOS,2409
1419,Windows,2411
1420,iOS,2412
1421,Android,2414
1422,Android,2416
1423,Android,2418
1424,iOS,2420
1425,iOS,2422
1426,Android,2424
1427,iOS,2425
1428,Android,2427
1429,Android,2429
1430,Android,2431
1431,Android,2433
1432,Android,2435
1433,iOS,2437
1434,Android,2439
1435,Android,2441
1438,Android,2443
1439,Android,2444
1440,Android,2446
1441,Android,2448
1442,iOS,2450
1443,Android,2452
1444,Android,2454
1445,Android,2456
1446,Android,2458
1447,Android,2459
1448,Android,2461
1449,Android,2463
1450,Android,2465
1452,Android,2467
1453,iOS,2469
1454,Android,2471
1455,iOS,2473
1456,Android,2475
1457,Android,2477
1458,Android,2479
1459,Android,2481
1460,Android,2482
1461,Android,2484
1462,Android,2486
1463,Android,2488
1464,iOS,2489
1465,Android,2491
1466,Android,2493
1467,Android,2495
1468,iOS,2497
1469,Android,2499
1470,Android,2501
1471,iOS,2502
1472,Windows,2504
1473,Android,2505
1474,Android,2507
1475,Android,2509
1476,iOS,2511
1478,Android,2513
1479,Android,2515
1480,Android,2517
1481,Android,2519
1482,Android,2521
1483,Android,2523
1484,Android,2524
1485,Android,2526
1486,Android,2528
1487,Android,2529
1488,Android,2531
1489,Android,2533
1490,Android,2535
1491,Android,2537
1492,Android,2539
1493,Android,2541
1494,Android,2543
1495,Android,2545
1496,iOS,2547
1497,Android,2548
1498,Android,2550
1499,iOS,2552
1500,Android,2554
1501,iOS,2556
1502,Android,2558
1503,iOS,2560
1504,iOS,2562
1505,Android,2564
1506,Android,2566
1507,Android,2568
1508,iOS,2570
1509,iOS,2572
1510,iOS,2574
1511,iOS,2575
1512,Android,2577
1513,Android,2579
1514,Android,2581
1516,Android,2583
1517,Android,2585
1518,Android,2587
1519,Android,2589
1520,Android,2591
1521,Android,2592
1522,Android,2593
1523,Android,2594
1524,Android,2596
1525,Android,2597
1526,Android,2599
1527,iOS,2601
1528,Android,2603
1529,Android,2605
1530,iOS,2607
1531,Android,2609
1532,iOS,2611
1533,Android,2613
1534,Android,2615
1535,Android,2617
1536,Android,2619
1537,iOS,2621
1539,Android,2622
1540,iOS,2624
1541,Android,2626
1542,Android,2627
1543,Android,2628
1546,Android,2630
1547,Windows,2632
1548,Android,2633
1549,iOS,2635
1550,Android,2637
1554,Android,2639
1555,Android,2641
1556,Android,2643
1557,Android,2645
1558,Android,2646
1559,Android,2648
1561,Android,2650
1562,macOS,2651
1563,Android,2652
1564,Android,2654
1565,Android,2656
1566,Android,2658
1567,Android,2660
1568,Android,2662
1569,Android,2664
1570,iOS,2666
1571,Android,2667
1572,iOS,2669
1574,Android,2671
1575,iOS,2673
1576,iOS,2675
1577,Android,2677
1578,Android,2679
1579,Android,2681
1580,Android,2683
1581,Android,2684
1582,Android,2686
1583,Android,2688
1584,Android,2689
1585,Android,2691
1586,Android,2693
1587,Android,2695
1588,iOS,2697
1589,Android,2699
1590,Android,2701
1591,Android,2703
1592,Android,2705
1593,iOS,2706
1594,iOS,2708
1595,Android,2709
1596,Android,2711
1597,Android,2713
1598,Android,2715
1599,Android,2717
1600,Android,2719
1601,Android,2721
1602,Android,2723
1603,Android,2725
1604,Android,2727
1605,Android,2729
1606,Android,2731
1607,Android,2733
1608,Android,2735
1609,iOS,2736
1610,Android,2738
1611,iOS,2740
1612,iOS,2742
1613,Android,2744
1614,Android,2746
1615,Android,2748
1616,iOS,2749
1617,iOS,2751
1618,Android,2753
1619,Android,2755
1620,Android,2757
1621,iOS,2759
1622,Android,2761
1623,Android,2763
1624,Android,2765
1625,Android,2767
1628,Android,2769
1629,Android,2771
1630,Android,2773
1631,iOS,2775
1632,Android,2777
1633,Android,2779
1634,iOS,2781
1635,Android,2783
1636,Android,2784
1637,Android,2786
1638,Android,2788
1639,Windows,2790
1640,Android,2791
1641,Android,2793
1642,iOS,2795
1643,iOS,2797
1644,Android,2799
1645,Android,2801
1646,iOS,2803
1647,Android,2805
1648,Android,2807
1649,Android,2808
1650,Android,2809
1651,Android,2810
1653,Android,2812
1654,iOS,2814
1655,iOS,2816
1656,Android,2817
1657,iOS,2819
1658,Android,2821
1659,Windows,2822
1660,Android,2823
1661,Android,2824
1662,Android,2826
1663,Android,2828
1664,Android,2830
1665,Android,2832
1666,Android,2834
1667,Android,2836
1668,Android,2838
1669,Android,2840
1670,Android,2842
1671,Android,2844
1672,Android,2846
1673,Android,2847
1674,Android,2849
1675,Android,2850
1676,Android,2851
1677,iOS,2852
1679,Android,2854
1680,Windows,2856
1681,Android,2857
1682,Android,2859
1683,Android,2861
1684,Android,2863
1685,Android,2865
1686,Android,2867
1687,Android,2869
1688,Android,2870
1689,Android,2872
1690,Android,2874
1691,Android,2876
1692,Android,2878
1693,Android,2880
1694,Windows,2882
1696,Android,2883
1697,Android,2885
1698,macOS,2887
1699,Android,2888
1700,Android,2890
1701,iOS,2892
1702,Android,2894
1703,Android,2896
1704,Android,2898
1705,Android,2899
1706,Android,2901
1707,iOS,2902
1709,Android,2904
1710,Android,2906
1711,Android,2908
1712,iOS,2910
1713,Android,2912
1714,iOS,2914
1717,Android,2916
1718,iOS,2918
1719,Android,2920
1720,Android,2922
1721,Android,2924
1722,Android,2926
1723,iOS,2928
1724,Android,2930
1725,Windows,2932
1726,iOS,2933
1727,Android,2935
1728,Android,2937
1729,Android,2939
1730,Android,2941
1731,Android,2943
1733,Android,2945
1734,Android,2947
1735,Android,2949
1736,Android,2951
1737,Android,2952
1738,Android,2954
1741,Android,2956
1742,iOS,2958
1743,Windows,2960
1744,Android,2961
1745,Android,2963
1746,Android,2965
1747,iOS,2967
1748,Android,2969
1749,Android,2971
1750,Linux,2972
1751,iOS,2973
1752,Android,2975
1753,Android,2977
1754,Android,2979
1755,Android,2981
1756,iOS,2983
1757,Android,2985
1758,Android,2986
1759,iOS,2988
1760,Android,2990
1761,Android,2992
1762,Android,2994
1763,Android,2996
1764,iOS,2998
1765,Android,3000
1768,Android,3001
1769,Android,3003
1770,Windows,3005
1771,Android,3006
1772,iOS,3008
1774,Windows,3010
1775,Android,3011
1776,iOS,3013
1777,Android,3015
1778,Android,3017
1779,Android,3019
1780,iOS,3021
1781,Android,3023
1782,Android,3024
